AGE,COUNT,EVENT_TYPE,POPULATION,RACE,RATE,SEX,SITE,YEAR
65-69,16.0,Mortality,7576768,All Races,0.2,Male,Testis,2015
65-69,130.0,Incidence,7576768,All Races,1.7,Male,Testis,2015
65-69,134.0,Mortality,7576768,All Races,1.8,Male,Thyroid,2015
65-69,1421.0,Incidence,7576768,All Races,18.8,Male,Thyroid,2015
65-69,1230.0,Mortality,7576768,All Races,16.2,Male,Urinary Bladder,2015
65-69,8913.0,Incidence,7576768,All Races,117.6,Male,Urinary Bladder,2015
70-74,45541.0,Mortality,5281726,All Races,862.2,Male,All Cancer Sites Combined,2015
70-74,125516.0,Incidence,5281726,All Races,2376.4,Male,All Cancer Sites Combined,2015
70-74,1133.0,Mortality,5281726,All Races,21.5,Male,Brain and Other Nervous System,2015
70-74,1199.0,Incidence,5281726,All Races,22.7,Male,Brain and Other Nervous System,2015
70-74,3484.0,Mortality,5281726,All Races,66.0,Male,Colon and Rectum,2015
70-74,9244.0,Incidence,5281726,All Races,175.0,Male,Colon and Rectum,2015
70-74,1830.0,Mortality,5281726,All Races,34.6,Male,Esophagus,2015
70-74,2104.0,Incidence,5281726,All Races,39.8,Male,Esophagus,2015
70-74,82.0,Mortality,5281726,All Races,1.6,Male,Hodgkin Lymphoma,2015
70-74,241.0,Incidence,5281726,All Races,4.6,Male,Hodgkin Lymphoma,2015
70-74,46.0,Incidence,5281726,All Races,0.9,Male,Kaposi Sarcoma,2015
70-74,1307.0,Mortality,5281726,All Races,24.7,Male,Kidney and Renal Pelvis,2015
70-74,5331.0,Incidence,5281726,All Races,100.9,Male,Kidney and Renal Pelvis,2015
70-74,424.0,Mortality,5281726,All Races,8.0,Male,Larynx,2015
70-74,1355.0,Incidence,5281726,All Races,25.7,Male,Larynx,2015
70-74,1897.0,Mortality,5281726,All Races,35.9,Male,Leukemias,2015
70-74,4203.0,Incidence,5281726,All Races,79.6,Male,Leukemias,2015
70-74,2068.0,Mortality,5281726,All Races,39.2,Male,Liver and Intrahepatic Bile Duct,2015
70-74,2678.0,Incidence,5281726,All Races,50.7,Male,Liver and Intrahepatic Bile Duct,2015
70-74,14394.0,Mortality,5281726,All Races,272.5,Male,Lung and Bronchus,2015
70-74,21050.0,Incidence,5281726,All Races,398.5,Male,Lung and Bronchus,2015
70-74,776.0,Mortality,5281726,All Races,14.7,Male,Melanomas of the Skin,2015
70-74,6624.0,Incidence,5281726,All Races,125.4,Male,Melanomas of the Skin,2015
70-74,331.0,Mortality,5281726,All Races,6.3,Male,Mesothelioma,2015
70-74,407.0,Incidence,5281726,All Races,7.7,Male,Mesothelioma,2015
70-74,1085.0,Mortality,5281726,All Races,20.5,Male,Myeloma,2015
70-74,2293.0,Incidence,5281726,All Races,43.4,Male,Myeloma,2015
70-74,1569.0,Mortality,5281726,All Races,29.7,Male,Non-Hodgkin Lymphoma,2015
70-74,5342.0,Incidence,5281726,All Races,101.1,Male,Non-Hodgkin Lymphoma,2015
70-74,853.0,Mortality,5281726,All Races,16.2,Male,Oral Cavity and Pharynx,2015
70-74,3618.0,Incidence,5281726,All Races,68.5,Male,Oral Cavity and Pharynx,2015
70-74,3367.0,Mortality,5281726,All Races,63.7,Male,Pancreas,2015
70-74,3896.0,Incidence,5281726,All Races,73.8,Male,Pancreas,2015
70-74,3673.0,Mortality,5281726,All Races,69.5,Male,Prostate,2015
70-74,33148.0,Incidence,5281726,All Races,627.6,Male,Prostate,2015
70-74,886.0,Mortality,5281726,All Races,16.8,Male,Stomach,2015
70-74,2183.0,Incidence,5281726,All Races,41.3,Male,Stomach,2015
70-74,45.0,Incidence,5281726,All Races,0.9,Male,Testis,2015
70-74,113.0,Mortality,5281726,All Races,2.1,Male,Thyroid,2015
70-74,995.0,Incidence,5281726,All Races,18.8,Male,Thyroid,2015
70-74,1491.0,Mortality,5281726,All Races,28.2,Male,Urinary Bladder,2015
70-74,9844.0,Incidence,5281726,All Races,186.4,Male,Urinary Bladder,2015
75-79,42788.0,Mortality,3603446,All Races,1187.4,Male,All Cancer Sites Combined,2015
75-79,97746.0,Incidence,3603446,All Races,2712.6,Male,All Cancer Sites Combined,2015
75-79,869.0,Mortality,3603446,All Races,24.1,Male,Brain and Other Nervous System,2015
75-79,933.0,Incidence,3603446,All Races,25.9,Male,Brain and Other Nervous System,2015
75-79,3348.0,Mortality,3603446,All Races,92.9,Male,Colon and Rectum,2015
75-79,8110.0,Incidence,3603446,All Races,225.1,Male,Colon and Rectum,2015
75-79,1540.0,Mortality,3603446,All Races,42.7,Male,Esophagus,2015
75-79,1563.0,Incidence,3603446,All Races,43.4,Male,Esophagus,2015
75-79,87.0,Mortality,3603446,All Races,2.4,Male,Hodgkin Lymphoma,2015
75-79,186.0,Incidence,3603446,All Races,5.2,Male,Hodgkin Lymphoma,2015
75-79,35.0,Incidence,3603446,All Races,1.0,Male,Kaposi Sarcoma,2015
75-79,1215.0,Mortality,3603446,All Races,33.7,Male,Kidney and Renal Pelvis,2015
75-79,3791.0,Incidence,3603446,All Races,105.2,Male,Kidney and Renal Pelvis,2015
75-79,340.0,Mortality,3603446,All Races,9.4,Male,Larynx,2015
75-79,1026.0,Incidence,3603446,All Races,28.5,Male,Larynx,2015
75-79,2062.0,Mortality,3603446,All Races,57.2,Male,Leukemias,2015
75-79,3669.0,Incidence,3603446,All Races,101.8,Male,Leukemias,2015
75-79,1680.0,Mortality,3603446,All Races,46.6,Male,Liver and Intrahepatic Bile Duct,2015
75-79,1996.0,Incidence,3603446,All Races,55.4,Male,Liver and Intrahepatic Bile Duct,2015
75-79,12761.0,Mortality,3603446,All Races,354.1,Male,Lung and Bronchus,2015
75-79,17515.0,Incidence,3603446,All Races,486.1,Male,Lung and Bronchus,2015
75-79,713.0,Mortality,3603446,All Races,19.8,Male,Melanomas of the Skin,2015
75-79,5693.0,Incidence,3603446,All Races,158.0,Male,Melanomas of the Skin,2015
75-79,380.0,Mortality,3603446,All Races,10.5,Male,Mesothelioma,2015
75-79,474.0,Incidence,3603446,All Races,13.2,Male,Mesothelioma,2015
75-79,1070.0,Mortality,3603446,All Races,29.7,Male,Myeloma,2015
75-79,2023.0,Incidence,3603446,All Races,56.1,Male,Myeloma,2015
75-79,1691.0,Mortality,3603446,All Races,46.9,Male,Non-Hodgkin Lymphoma,2015
75-79,4704.0,Incidence,3603446,All Races,130.5,Male,Non-Hodgkin Lymphoma,2015
75-79,669.0,Mortality,3603446,All Races,18.6,Male,Oral Cavity and Pharynx,2015
75-79,2379.0,Incidence,3603446,All Races,66.0,Male,Oral Cavity and Pharynx,2015
75-79,2900.0,Mortality,3603446,All Races,80.5,Male,Pancreas,2015
75-79,3325.0,Incidence,3603446,All Races,92.3,Male,Pancreas,2015
75-79,4409.0,Mortality,3603446,All Races,122.4,Male,Prostate,2015
75-79,19821.0,Incidence,3603446,All Races,550.1,Male,Prostate,2015
75-79,881.0,Mortality,3603446,All Races,24.4,Male,Stomach,2015
75-79,1829.0,Incidence,3603446,All Races,50.8,Male,Stomach,2015
75-79,35.0,Incidence,3603446,All Races,1.0,Male,Testis,2015
75-79,122.0,Mortality,3603446,All Races,3.4,Male,Thyroid,2015
75-79,615.0,Incidence,3603446,All Races,17.1,Male,Thyroid,2015
75-79,1700.0,Mortality,3603446,All Races,47.2,Male,Urinary Bladder,2015
75-79,9033.0,Incidence,3603446,All Races,250.7,Male,Urinary Bladder,2015
80-84,38881.0,Mortality,2407460,All Races,1615.0,Male,All Cancer Sites Combined,2015
80-84,69224.0,Incidence,2407460,All Races,2875.4,Male,All Cancer Sites Combined,2015
80-84,653.0,Mortality,2407460,All Races,27.1,Male,Brain and Other Nervous System,2015
80-84,623.0,Incidence,2407460,All Races,25.9,Male,Brain and Other Nervous System,2015
80-84,3088.0,Mortality,2407460,All Races,128.3,Male,Colon and Rectum,2015
80-84,6341.0,Incidence,2407460,All Races,263.4,Male,Colon and Rectum,2015
80-84,1155.0,Mortality,2407460,All Races,48.0,Male,Esophagus,2015
80-84,1102.0,Incidence,2407460,All Races,45.8,Male,Esophagus,2015
80-84,61.0,Mortality,2407460,All Races,2.5,Male,Hodgkin Lymphoma,2015
80-84,120.0,Incidence,2407460,All Races,5.0,Male,Hodgkin Lymphoma,2015
80-84,45.0,Incidence,2407460,All Races,1.9,Male,Kaposi Sarcoma,2015
80-84,1045.0,Mortality,2407460,All Races,43.4,Male,Kidney and Renal Pelvis,2015
80-84,2328.0,Incidence,2407460,All Races,96.7,Male,Kidney and Renal Pelvis,2015
80-84,304.0,Mortality,2407460,All Races,12.6,Male,Larynx,2015
80-84,638.0,Incidence,2407460,All Races,26.5,Male,Larynx,2015
80-84,1975.0,Mortality,2407460,All Races,82.0,Male,Leukemias,2015
80-84,2910.0,Incidence,2407460,All Races,120.9,Male,Leukemias,2015
80-84,1381.0,Mortality,2407460,All Races,57.4,Male,Liver and Intrahepatic Bile Duct,2015
80-84,1339.0,Incidence,2407460,All Races,55.6,Male,Liver and Intrahepatic Bile Duct,2015
80-84,10019.0,Mortality,2407460,All Races,416.2,Male,Lung and Bronchus,2015
80-84,12269.0,Incidence,2407460,All Races,509.6,Male,Lung and Bronchus,2015
80-84,716.0,Mortality,2407460,All Races,29.7,Male,Melanomas of the Skin,2015
80-84,4418.0,Incidence,2407460,All Races,183.5,Male,Melanomas of the Skin,2015
80-84,324.0,Mortality,2407460,All Races,13.5,Male,Mesothelioma,2015
80-84,394.0,Incidence,2407460,All Races,16.4,Male,Mesothelioma,2015
80-84,1065.0,Mortality,2407460,All Races,44.2,Male,Myeloma,2015
80-84,1552.0,Incidence,2407460,All Races,64.5,Male,Myeloma,2015
80-84,1729.0,Mortality,2407460,All Races,71.8,Male,Non-Hodgkin Lymphoma,2015
80-84,3688.0,Incidence,2407460,All Races,153.2,Male,Non-Hodgkin Lymphoma,2015
80-84,556.0,Mortality,2407460,All Races,23.1,Male,Oral Cavity and Pharynx,2015
80-84,1654.0,Incidence,2407460,All Races,68.7,Male,Oral Cavity and Pharynx,2015
80-84,2392.0,Mortality,2407460,All Races,99.4,Male,Pancreas,2015
80-84,2512.0,Incidence,2407460,All Races,104.3,Male,Pancreas,2015
80-84,5202.0,Mortality,2407460,All Races,216.1,Male,Prostate,2015
80-84,10096.0,Incidence,2407460,All Races,419.4,Male,Prostate,2015
80-84,818.0,Mortality,2407460,All Races,34.0,Male,Stomach,2015
80-84,1448.0,Incidence,2407460,All Races,60.1,Male,Stomach,2015
80-84,22.0,Incidence,2407460,All Races,0.9,Male,Testis,2015
80-84,106.0,Mortality,2407460,All Races,4.4,Male,Thyroid,2015
80-84,394.0,Incidence,2407460,All Races,16.4,Male,Thyroid,2015
80-84,2005.0,Mortality,2407460,All Races,83.3,Male,Urinary Bladder,2015
80-84,7650.0,Incidence,2407460,All Races,317.8,Male,Urinary Bladder,2015
85+,48274.0,Mortality,2169767,All Races,2224.8,Male,All Cancer Sites Combined,2015
85+,62254.0,Incidence,2169767,All Races,2869.2,Male,All Cancer Sites Combined,2015
85+,606.0,Mortality,2169767,All Races,27.9,Male,Brain and Other Nervous System,2015
85+,526.0,Incidence,2169767,All Races,24.2,Male,Brain and Other Nervous System,2015
85+,4289.0,Mortality,2169767,All Races,197.7,Male,Colon and Rectum,2015
85+,6155.0,Incidence,2169767,All Races,283.7,Male,Colon and Rectum,2015
85+,1086.0,Mortality,2169767,All Races,50.1,Male,Esophagus,2015
85+,924.0,Incidence,2169767,All Races,42.6,Male,Esophagus,2015
85+,74.0,Mortality,2169767,All Races,3.4,Male,Hodgkin Lymphoma,2015
85+,89.0,Incidence,2169767,All Races,4.1,Male,Hodgkin Lymphoma,2015
85+,51.0,Incidence,2169767,All Races,2.4,Male,Kaposi Sarcoma,2015
85+,1206.0,Mortality,2169767,All Races,55.6,Male,Kidney and Renal Pelvis,2015
85+,1781.0,Incidence,2169767,All Races,82.1,Male,Kidney and Renal Pelvis,2015
85+,310.0,Mortality,2169767,All Races,14.3,Male,Larynx,2015
85+,490.0,Incidence,2169767,All Races,22.6,Male,Larynx,2015
85+,2513.0,Mortality,2169767,All Races,115.8,Male,Leukemias,2015
85+,2885.0,Incidence,2169767,All Races,133.0,Male,Leukemias,2015
85+,1249.0,Mortality,2169767,All Races,57.6,Male,Liver and Intrahepatic Bile Duct,2015
85+,999.0,Incidence,2169767,All Races,46.0,Male,Liver and Intrahepatic Bile Duct,2015
85+,9440.0,Mortality,2169767,All Races,435.1,Male,Lung and Bronchus,2015
85+,9599.0,Incidence,2169767,All Races,442.4,Male,Lung and Bronchus,2015
85+,899.0,Mortality,2169767,All Races,41.4,Male,Melanomas of the Skin,2015
85+,4326.0,Incidence,2169767,All Races,199.4,Male,Melanomas of the Skin,2015
85+,369.0,Mortality,2169767,All Races,17.0,Male,Mesothelioma,2015
85+,416.0,Incidence,2169767,All Races,19.2,Male,Mesothelioma,2015
85+,1092.0,Mortality,2169767,All Races,50.3,Male,Myeloma,2015
85+,1251.0,Incidence,2169767,All Races,57.7,Male,Myeloma,2015
85+,2114.0,Mortality,2169767,All Races,97.4,Male,Non-Hodgkin Lymphoma,2015
85+,3138.0,Incidence,2169767,All Races,144.6,Male,Non-Hodgkin Lymphoma,2015
85+,663.0,Mortality,2169767,All Races,30.6,Male,Oral Cavity and Pharynx,2015
85+,1441.0,Incidence,2169767,All Races,66.4,Male,Oral Cavity and Pharynx,2015
85+,2468.0,Mortality,2169767,All Races,113.7,Male,Pancreas,2015
85+,2265.0,Incidence,2169767,All Races,104.4,Male,Pancreas,2015
85+,9619.0,Mortality,2169767,All Races,443.3,Male,Prostate,2015
85+,8062.0,Incidence,2169767,All Races,371.6,Male,Prostate,2015
85+,895.0,Mortality,2169767,All Races,41.2,Male,Stomach,2015
85+,1319.0,Incidence,2169767,All Races,60.8,Male,Stomach,2015
85+,19.0,Incidence,2169767,All Races,0.9,Male,Testis,2015
85+,119.0,Mortality,2169767,All Races,5.5,Male,Thyroid,2015
85+,213.0,Incidence,2169767,All Races,9.8,Male,Thyroid,2015
85+,3426.0,Mortality,2169767,All Races,157.9,Male,Urinary Bladder,2015
85+,7835.0,Incidence,2169767,All Races,361.1,Male,Urinary Bladder,2015
<1,31.0,Mortality,2037728,All Races,1.5,Male,All Cancer Sites Combined,2015
<1,621.0,Incidence,2037728,All Races,30.5,Male,All Cancer Sites Combined,2015
<1,85.0,Incidence,2037728,All Races,4.2,Male,Brain and Other Nervous System,2015
<1,51.0,Incidence,2037728,All Races,2.5,Male,Kidney and Renal Pelvis,2015
<1,90.0,Incidence,2037728,All Races,4.4,Male,Leukemias,2015
<1,42.0,Incidence,2037728,All Races,2.1,Male,Liver and Intrahepatic Bile Duct,2015
1-4,354.0,Mortality,15940562,All Races,2.2,Male and Female,All Cancer Sites Combined,2015
1-4,3771.0,Incidence,15940562,All Races,23.7,Male and Female,All Cancer Sites Combined,2015
1-4,94.0,Mortality,15940562,All Races,0.6,Male and Female,Brain and Other Nervous System,2015
1-4,712.0,Incidence,15940562,All Races,4.5,Male and Female,Brain and Other Nervous System,2015
1-4,344.0,Incidence,15940562,All Races,2.2,Male and Female,Kidney and Renal Pelvis,2015
1-4,115.0,Mortality,15940562,All Races,0.7,Male and Female,Leukemias,2015
1-4,1491.0,Incidence,15940562,All Races,9.4,Male and Female,Leukemias,2015
1-4,104.0,Incidence,15940562,All Races,0.7,Male and Female,Liver and Intrahepatic Bile Duct,2015
1-4,17.0,Incidence,15940562,All Races,0.1,Male and Female,Lung and Bronchus,2015
1-4,19.0,Incidence,15940562,All Races,0.1,Male and Female,Melanomas of the Skin,2015
1-4,113.0,Incidence,15940562,All Races,0.7,Male and Female,Non-Hodgkin Lymphoma,2015
1-4,16.0,Incidence,8152406,All Races,0.2,Male and Female,Testis,2015
10-14,428.0,Mortality,20614613,All Races,2.1,Male and Female,All Cancer Sites Combined,2015
10-14,3183.0,Incidence,20614613,All Races,15.4,Male and Female,All Cancer Sites Combined,2015
10-14,135.0,Mortality,20614613,All Races,0.7,Male and Female,Brain and Other Nervous System,2015
10-14,587.0,Incidence,20614613,All Races,2.8,Male and Female,Brain and Other Nervous System,2015
10-14,113.0,Incidence,20614613,All Races,0.5,Male and Female,Colon and Rectum,2015
10-14,263.0,Incidence,20614613,All Races,1.3,Male and Female,Hodgkin Lymphoma,2015
10-14,39.0,Incidence,20614613,All Races,0.2,Male and Female,Kidney and Renal Pelvis,2015
10-14,115.0,Mortality,20614613,All Races,0.6,Male and Female,Leukemias,2015
10-14,646.0,Incidence,20614613,All Races,3.1,Male and Female,Leukemias,2015
10-14,29.0,Incidence,20614613,All Races,0.1,Male and Female,Liver and Intrahepatic Bile Duct,2015
10-14,63.0,Incidence,20614613,All Races,0.3,Male and Female,Melanomas of the Skin,2015
10-14,18.0,Mortality,20614613,All Races,0.1,Male and Female,Non-Hodgkin Lymphoma,2015
10-14,274.0,Incidence,20614613,All Races,1.3,Male and Female,Non-Hodgkin Lymphoma,2015
10-14,56.0,Incidence,20614613,All Races,0.3,Male and Female,Oral Cavity and Pharynx,2015
10-14,92.0,Incidence,10097361,All Races,0.9,Male and Female,Ovary,2015
10-14,21.0,Incidence,10517252,All Races,0.2,Male and Female,Testis,2015
10-14,183.0,Incidence,20614613,All Races,0.9,Male and Female,Thyroid,2015
15-19,583.0,Mortality,21090272,All Races,2.8,Male and Female,All Cancer Sites Combined,2015
15-19,5248.0,Incidence,21090272,All Races,24.9,Male and Female,All Cancer Sites Combined,2015
15-19,101.0,Mortality,21090272,All Races,0.5,Male and Female,Brain and Other Nervous System,2015
15-19,511.0,Incidence,21090272,All Races,2.4,Male and Female,Brain and Other Nervous System,2015
15-19,276.0,Incidence,21090272,All Races,1.3,Male and Female,Colon and Rectum,2015
15-19,670.0,Incidence,21090272,All Races,3.2,Male and Female,Hodgkin Lymphoma,2015
15-19,53.0,Incidence,21090272,All Races,0.3,Male and Female,Kidney and Renal Pelvis,2015
15-19,147.0,Mortality,21090272,All Races,0.7,Male and Female,Leukemias,2015
15-19,700.0,Incidence,21090272,All Races,3.3,Male and Female,Leukemias,2015
15-19,36.0,Incidence,21090272,All Races,0.2,Male and Female,Liver and Intrahepatic Bile Duct,2015
15-19,19.0,Incidence,21090272,All Races,0.1,Male and Female,Lung and Bronchus,2015
15-19,189.0,Incidence,21090272,All Races,0.9,Male and Female,Melanomas of the Skin,2015
15-19,38.0,Mortality,21090272,All Races,0.2,Male and Female,Non-Hodgkin Lymphoma,2015
15-19,425.0,Incidence,21090272,All Races,2.0,Male and Female,Non-Hodgkin Lymphoma,2015
15-19,103.0,Incidence,21090272,All Races,0.5,Male and Female,Oral Cavity and Pharynx,2015
15-19,142.0,Incidence,10303239,All Races,1.4,Male and Female,Ovary,2015
15-19,28.0,Incidence,21090272,All Races,0.1,Male and Female,Pancreas,2015
15-19,21.0,Incidence,21090272,All Races,0.1,Male and Female,Stomach,2015
15-19,416.0,Incidence,10787033,All Races,3.9,Male and Female,Testis,2015
15-19,695.0,Incidence,21090272,All Races,3.3,Male and Female,Thyroid,2015
15-19,18.0,Incidence,21090272,All Races,0.1,Male and Female,Urinary Bladder,2015
20-24,886.0,Mortality,22689498,All Races,3.9,Male and Female,All Cancer Sites Combined,2015
20-24,8340.0,Incidence,22689498,All Races,36.8,Male and Female,All Cancer Sites Combined,2015
20-24,129.0,Mortality,22689498,All Races,0.6,Male and Female,Brain and Other Nervous System,2015
20-24,485.0,Incidence,22689498,All Races,2.1,Male and Female,Brain and Other Nervous System,2015
20-24,86.0,Incidence,11043025,All Races,0.8,Male and Female,Cervix,2015
20-24,36.0,Mortality,22689498,All Races,0.2,Male and Female,Colon and Rectum,2015
20-24,456.0,Incidence,22689498,All Races,2.0,Male and Female,Colon and Rectum,2015
20-24,61.0,Incidence,11043025,All Races,0.6,Male and Female,"Corpus and Uterus, NOS",2015
20-24,173.0,Incidence,11043025,All Races,1.6,Male and Female,Female Breast,2015
20-24,25.0,Incidence,11043025,All Races,0.2,Male and Female,"Female Breast, <i>in situ</i>",2015
20-24,27.0,Mortality,22689498,All Races,0.1,Male and Female,Hodgkin Lymphoma,2015
20-24,895.0,Incidence,22689498,All Races,3.9,Male and Female,Hodgkin Lymphoma,2015
20-24,45.0,Incidence,22689498,All Races,0.2,Male and Female,Kaposi Sarcoma,2015
20-24,20.0,Mortality,22689498,All Races,0.1,Male and Female,Kidney and Renal Pelvis,2015
20-24,120.0,Incidence,22689498,All Races,0.5,Male and Female,Kidney and Renal Pelvis,2015
20-24,188.0,Mortality,22689498,All Races,0.8,Male and Female,Leukemias,2015
20-24,627.0,Incidence,22689498,All Races,2.8,Male and Female,Leukemias,2015
20-24,19.0,Mortality,22689498,All Races,0.1,Male and Female,Liver and Intrahepatic Bile Duct,2015
20-24,45.0,Incidence,22689498,All Races,0.2,Male and Female,Liver and Intrahepatic Bile Duct,2015
20-24,17.0,Mortality,22689498,All Races,0.1,Male and Female,Lung and Bronchus,2015
20-24,69.0,Incidence,22689498,All Races,0.3,Male and Female,Lung and Bronchus,2015
20-24,173.0,Incidence,11043025,All Races,1.6,Male and Female,Male and Female Breast,2015
20-24,25.0,Incidence,11043025,All Races,0.2,Male and Female,"Male and Female Breast, <i>in situ</i>",2015
20-24,667.0,Incidence,22689498,All Races,2.9,Male and Female,Melanomas of the Skin,2015
20-24,48.0,Mortality,22689498,All Races,0.2,Male and Female,Non-Hodgkin Lymphoma,2015
20-24,521.0,Incidence,22689498,All Races,2.3,Male and Female,Non-Hodgkin Lymphoma,2015
20-24,130.0,Incidence,22689498,All Races,0.6,Male and Female,Oral Cavity and Pharynx,2015
20-24,23.0,Mortality,11043025,All Races,0.2,Male and Female,Ovary,2015
20-24,209.0,Incidence,11043025,All Races,1.9,Male and Female,Ovary,2015
20-24,48.0,Incidence,22689498,All Races,0.2,Male and Female,Pancreas,2015
20-24,20.0,Mortality,22689498,All Races,0.1,Male and Female,Stomach,2015
20-24,55.0,Incidence,22689498,All Races,0.2,Male and Female,Stomach,2015
20-24,29.0,Mortality,11646473,All Races,0.2,Male and Female,Testis,2015
20-24,1102.0,Incidence,11646473,All Races,9.5,Male and Female,Testis,2015
20-24,1533.0,Incidence,22689498,All Races,6.8,Male and Female,Thyroid,2015
20-24,35.0,Incidence,22689498,All Races,0.2,Male and Female,Urinary Bladder,2015
25-29,1334.0,Mortality,22431356,All Races,5.9,Male and Female,All Cancer Sites Combined,2015
25-29,14052.0,Incidence,22431356,All Races,62.6,Male and Female,All Cancer Sites Combined,2015
25-29,149.0,Mortality,22431356,All Races,0.7,Male and Female,Brain and Other Nervous System,2015
25-29,649.0,Incidence,22431356,All Races,2.9,Male and Female,Brain and Other Nervous System,2015
25-29,62.0,Mortality,11029349,All Races,0.6,Male and Female,Cervix,2015
